AccessionId	CDC	Pango	Collected	Country
SRR12379691		B.1	4/8/2020	USA
SRR12379693		B.1	4/8/2020	USA
SRR12379697		B.1	4/8/2020	USA
SRR12379704		B.1	4/8/2020	USA
SRR12379708		B.1	4/3/2020	USA
SRR12379714		B.1.369	3/30/2020	USA
SRR12379716		B.1	3/30/2020	USA
SRR12379718		B.1	3/30/2020	USA
SRR12379720		B.1	3/30/2020	USA
SRR12379761		B.1	3/30/2020	USA
SRR12379763		B.1.332	3/30/2020	USA
SRR12379771		B.1.314	3/30/2020	USA
SRR12379775		B.37	3/30/2020	USA
SRR12379782		B.1	4/10/2020	USA
SRR12379861		B.1	4/5/2020	USA
SRR12379902		B.1	4/5/2020	USA
SRR12379914		B.1	4/3/2020	USA
SRR12379916		B.28	3/30/2020	USA
SRR12379969		B.1	4/3/2020	USA
SRR12379981		B.1	4/3/2020	USA
SRR12380155		B.1	4/2/2020	USA
SRR12380287		B.1	3/30/2020	USA
SRR12380299		B.1	3/30/2020	USA
SRR12380303		B.1	3/30/2020	USA
SRR12380307		B.37	4/3/2020	USA
SRR12528085		D.2	7/5/2020	Australia
SRR12528162		D.2	7/3/2020	Australia
SRR12528176		D.2	7/11/2020	Australia
SRR12528185		D.2	7/11/2020	Australia
SRR12528187		D.2	7/11/2020	Australia
SRR12528214		D.2	7/3/2020	Australia
SRR12528219		D.2	7/12/2020	Australia
SRR12528236		D.2	7/13/2020	Australia
SRR12528237		D.2	7/13/2020	Australia
SRR12528495		D.2	7/12/2020	Australia
SRR12528924		D.2	7/3/2020	Australia
SRR12530659		D.2	7/3/2020	Australia
SRR12530876		D.2	7/3/2020	Australia
SRR12531114		D.2	7/3/2020	Australia
SRR12618470		B	6/9/2020	USA
SRR12618476		B.1.1	5/12/2020	USA
SRR12661013		B.1.452	5/12/2020	USA
SRR12661016		B.1.1.132	5/12/2020	USA
SRR12661087		B.1	5/7/2020	USA
SRR12661154		B.1.513	6/2/2020	USA
SRR12745982		B.1.595	6/12/2020	USA
SRR12750779		D.2	9/8/2020	Australia
SRR12750787		D.2	9/6/2020	Australia
SRR12750818		D.2	9/6/2020	Australia
SRR12750824		D.2	9/5/2020	Australia
SRR12750825		D.2	9/5/2020	Australia
SRR12750828		D.2	9/5/2020	Australia
SRR12750840		D.3	9/4/2020	Australia
SRR12750879		D.2	9/6/2020	Australia
SRR12750883		D.2	9/4/2020	Australia
SRR12750884		D.2	9/6/2020	Australia
SRR12750886		D.2	9/4/2020	Australia
SRR12750928		D.2	9/4/2020	Australia
SRR12751241		D.2	8/1/2020	Australia
SRR12751663		D.2	9/7/2020	Australia
SRR12751702		D.2	9/7/2020	Australia
SRR12751713		D.2	9/7/2020	Australia
SRR12751747		D.2	9/8/2020	Australia
SRR12754195		D.2	9/6/2020	Australia
SRR12754241		D.2	8/30/2020	Australia
SRR12754244		D.2	8/30/2020	Australia
SRR12754289		D.2	8/30/2020	Australia
SRR12754587		D.2	8/30/2020	Australia
SRR12754589		D.2	8/30/2020	Australia
SRR12754590		D.2	8/30/2020	Australia
SRR12754684		D.2	8/30/2020	Australia
SRR12754697		D.2	8/30/2020	Australia
SRR12754824		D.2	9/13/2020	Australia
SRR12754827		D.2	9/12/2020	Australia
SRR12754835		D.2	8/30/2020	Australia
SRR12754939		D.2	9/6/2020	Australia
SRR12755100		D.2	9/10/2020	Australia
SRR12755180		D.2	9/13/2020	Australia
SRR12755427		D.2	9/10/2020	Australia
SRR12755561		D.2	9/11/2020	Australia
SRR12755562		D.2	9/11/2020	Australia
SRR12763248		B.1.243	8/1/2020	USA
SRR12763259		B.1.243	7/30/2020	USA
SRR12763278		B.1	8/3/2020	USA
SRR12763326		B.1.1.376	7/30/2020	USA
SRR12763336		B.1.1.158	7/30/2020	USA
SRR12763389		B.1.369	5/30/2020	USA
SRR12763463		B.1.1.132	7/10/2020	USA
SRR12763474		B.1	7/13/2020	USA
SRR12763491		B.1.399	7/30/2020	USA
SRR12763508		B.1	4/8/2020	USA
SRR12763520		B.1.240	7/12/2020	USA
SRR12763528		B.1.240	7/12/2020	USA
SRR12763559		B.1.240	7/12/2020	USA
SRR12763562		B.1.243	8/13/2020	USA
SRR12763569		B.1.243	8/1/2020	USA
SRR12763572		B.1.243	8/6/2020	USA
SRR12763581		B.1.399	8/12/2020	USA
SRR12763588		B.1.243	8/1/2020	USA
SRR12763593		B.1.313	8/10/2020	USA
SRR12763595		B.1.243	8/8/2020	USA
SRR12763600		B.1.243	8/10/2020	USA
SRR12763623		B.1.243	8/1/2020	USA
SRR12763630		B.1.243	8/1/2020	USA
SRR12763635		B.1	8/11/2020	USA
SRR12763643		B.1	8/10/2020	USA
SRR12763662		B.1	8/11/2020	USA
SRR12833508		B.1	9/1/2020	USA
SRR12833523		B.1.1.514	5/1/2020	USA
SRR12833524		B.1	5/8/2020	USA
SRR12833579		B.1.243	9/3/2020	USA
SRR12833580		B.1.243	9/3/2020	USA
SRR12833630		B.1	9/10/2020	USA
SRR12833632		B.1.1.174	9/4/2020	USA
SRR12833651		B.1.1.222	8/11/2020	USA
SRR12833656		B.1.243	8/6/2020	USA
SRR12833677		B.1.319	8/6/2020	USA
SRR12833688		B.1.243	8/2/2020	USA
SRR12833689		B.1.243	8/2/2020	USA
SRR12833691		B.1.452	7/30/2020	USA
SRR12833710		B.1.1.174	9/4/2020	USA
SRR12833715		B.1.1.174	9/1/2020	USA
SRR12833745		B.1.110.3	7/6/2020	USA
SRR12833755		B.1.240	7/13/2020	USA
SRR12833758		B.1.1.344	7/8/2020	USA
SRR12833797		B.1.400	9/2/2020	USA
SRR12833817		B.1.110.3	7/7/2020	USA
SRR12833831		B.1.110.3	6/30/2020	USA
SRR12833832		B.1.110.3	6/30/2020	USA
SRR12833876		B.1.243	7/6/2020	USA
SRR12833895		B.1	9/10/2020	USA
SRR12833896		B.1	9/9/2020	USA
SRR12833898		B.1.243	7/1/2020	USA
SRR12833917		B.1.400	9/2/2020	USA
SRR12833927		B.1.1.514	5/1/2020	USA
SRR12833930		B.1	9/8/2020	USA
SRR12833931		B.1	9/8/2020	USA
SRR12845711		B.1.1.50	7/7/2020	State of Palestine
SRR12845713		B.1.1.50	7/11/2020	State of Palestine
SRR12845722		B.1.1.50	7/9/2020	State of Palestine
SRR12960730		B.1	4/5/2020	USA
SRR12960731		B.1	4/5/2020	USA
SRR13023812		B.6.6	5/10/2020	India
SRR13083843		D.2	9/6/2020	Australia
SRR13094024		B.1.453	5/30/2020	USA
SRR13094042		B.1.453	6/3/2020	USA
SRR13094045		B.1.320	6/1/2020	USA
SRR13094063		B.1.243	10/2/2020	USA
SRR13094076		B.1.1.464	10/1/2020	USA
SRR13094120		B.1.239	10/4/2020	USA
SRR13094124		B.1.1.205	10/3/2020	USA
SRR13094127		B.1.243	10/1/2020	USA
SRR13094129		B.1.564	9/30/2020	USA
SRR13094133		B.1.399	10/6/2020	USA
SRR13094140		B.1.126	10/4/2020	USA
SRR13094148		B.20	4/9/2020	USA
SRR13094154		B.1.1.463	8/2/2020	USA
SRR13094155		B.1.1	8/2/2020	USA
SRR13094156		B.1.243	8/2/2020	USA
SRR13094721		B.1.399	10/12/2020	USA
SRR13094722		B.1.399	10/12/2020	USA
SRR13094727		B.1.399	10/12/2020	USA
SRR13094730		B.1.399	10/12/2020	USA
SRR13094735		B.1.399	10/12/2020	USA
SRR13094741		B.1.399	10/12/2020	USA
SRR13094750		B.1.1.174	8/4/2020	USA
SRR13094757		B.1.305	10/8/2020	USA
SRR13094763		B.1.305	10/8/2020	USA
SRR13094773		B.1	10/7/2020	USA
SRR13094781		B.1.2	10/7/2020	USA
SRR13094784		B.1.402	9/3/2020	USA
SRR13094788		B.1	9/3/2020	USA
SRR13094789		B.1	9/10/2020	USA
SRR13094796		B.1.243	7/6/2020	USA
SRR13094835		B.1.2	10/8/2020	USA
SRR13094841		B.1.1.239	10/5/2020	USA
SRR13094844		B.1.232	9/11/2020	USA
SRR13094845		B.1	9/10/2020	USA
SRR13094880		B.1.1	9/30/2020	USA
SRR13094881		B.1.1	9/30/2020	USA
SRR13094883		B.1.1	9/30/2020	USA
SRR13182889		B.1.369	6/10/2020	USA
SRR13182915		B.1.280	7/30/2020	USA
SRR13182917		B.1.1.437	8/3/2020	USA
SRR13194866		B.1.400	10/30/2020	USA
SRR13194881		B.1.369	5/6/2020	USA
SRR13194911		B.1.243	9/3/2020	USA
SRR13194958		B.46	5/6/2020	USA
SRR13194972		B.1.595	4/30/2020	USA
SRR13195009		B.1.243	9/9/2020	USA
SRR13195013		B.1.369	9/9/2020	USA
SRR13195014		B.1.1.174	9/9/2020	USA
SRR13195024		B.1.399	11/2/2020	USA
SRR13195026		B.1.399	11/2/2020	USA
SRR13195033		B.1.399	11/2/2020	USA
SRR13195038		B.1.399	11/2/2020	USA
SRR13195040		B.1.399	11/2/2020	USA
SRR13195144		B.1	7/11/2020	USA
SRR13195156		B.1.503	6/4/2020	USA
SRR13195166		B.1	5/8/2020	USA
SRR13195179		B.1.453	5/8/2020	USA
SRR13195216		B.1.399	10/2/2020	USA
SRR13195221		B.1.243	9/30/2020	USA
SRR13195254		B.1.232	9/30/2020	USA
SRR13195256		B.1.399	9/30/2020	USA
SRR13195279		B.1.1	7/11/2020	USA
SRR13195289		B.1.503	6/5/2020	USA
SRR13195304		B.1.503	6/2/2020	USA
SRR13195315		B.1.453	4/30/2020	USA
SRR13195318		B.1.166	4/30/2020	USA
SRR13195323		B.1.166	5/3/2020	USA
SRR13195325		B.1.453	5/2/2020	USA
SRR13195332		B.1.2	11/2/2020	USA
SRR13195366		B.1.2	11/2/2020	USA
SRR13195367		B.1.2	11/2/2020	USA
SRR13195374		B.1.320	6/11/2020	USA
SRR13195377		B.1.508	6/11/2020	USA
SRR13195384		B.1.508	6/11/2020	USA
SRR13195389		B.1.243	9/10/2020	USA
SRR13242867		B.1	5/1/2020	USA
SRR13242868		B.1	5/1/2020	USA
SRR13245286		B.1.590	5/7/2020	USA
SRR13278221		B.1	5/8/2020	USA
SRR13297097		B.1.369	8/8/2020	USA
SRR13297155		B.1.369	10/3/2020	USA
SRR13367056		B.1.234	12/2/2020	USA
SRR13367084		B.1.243	11/30/2020	USA
SRR13367086		B.1.1.461	11/4/2020	USA
SRR13367093		B.1.234	12/2/2020	USA
SRR13367094		B.1.243	12/2/2020	USA
SRR13367095		B.1.243	12/2/2020	USA
SRR13367097		B.1.234	12/2/2020	USA
SRR13373791		B.1	3/11/2020	USA
SRR13373798		B.1	5/11/2020	USA
SRR13373854		B.1.2	11/1/2020	USA
SRR13373863		B.1.2	11/1/2020	USA
SRR13373899		B.1.565	10/12/2020	USA
SRR13373981		B.1.444	9/12/2020	USA
SRR13373982		B.1	9/11/2020	USA
SRR13373991		B.1.403	9/8/2020	USA
SRR13373997		B.1	9/4/2020	USA
SRR13373999		B.1	9/4/2020	USA
SRR13374016		B.1.2	9/3/2020	USA
SRR13374020		B.1.403	9/3/2020	USA
SRR13374072		B.1.324	8/5/2020	USA
SRR13380599		B.1.1.192	8/9/2020	USA
SRR13380616		B.1.581	7/10/2020	USA
SRR13380624		B.1.517	9/13/2020	USA
SRR13392061		B.1.315	8/10/2020	USA
SRR13404445		B.1.2	11/6/2020	USA
SRR13404490		B.1	7/30/2020	USA
SRR13404581		B.1	5/7/2020	USA
SRR13418699		B.1.1.306	5/30/2020	India
SRR13418713		B.6	4/12/2020	India
SRR13418732		B.1.1.326	5/30/2020	India
SRR13418735		B.1.1.326	5/30/2020	India
SRR13418748		B.1.1.326	5/30/2020	India
SRR13418751		B.1.1.326	5/30/2020	India
SRR13418753		B.1.1.326	5/30/2020	India
SRR13418759		B.1.1.326	5/30/2020	India
SRR13443139		B.1.2	9/11/2020	USA
SRR13444144		B.1.567	10/1/2020	USA
SRR13448536		B.1.2	1/9/2021	USA
SRR13448564		B.1	4/7/2020	USA
SRR13486916		B.1.369	9/7/2020	USA
SRR13486946		B.1.1.192	8/12/2020	USA
SRR13490612		B.1.400	1/9/2021	USA
SRR13511068		B.1.243	1/9/2021	USA
SRR13517043		B.1.2	1/10/2021	USA
SRR13523816		B.1.2	8/11/2020	USA
SRR13523831		B.1	8/5/2020	USA
SRR13526619		B.1.1.222	11/4/2020	USA
SRR13526620		B.1.1.222	11/4/2020	USA
SRR13526625		B.1.2	9/1/2020	USA
SRR13526715		B.1.1.244	11/13/2020	USA
SRR13526744		B.1.305	11/4/2020	USA
SRR13526766		B.1.399	11/6/2020	USA
SRR13526796		B.1.2	11/13/2020	USA
SRR13526799		B.1.311	11/13/2020	USA
SRR13526812		B.1.240	10/12/2020	USA
SRR13526824		B.1	9/30/2020	USA
SRR13526909		B.1.1.174	11/4/2020	USA
SRR13526914		B.1.2	11/30/2020	USA
SRR13526916		B.1.2	11/30/2020	USA
SRR13526942		B.1.243	7/2/2020	USA
SRR13526970		B.1.399	11/5/2020	USA
SRR13526973		B.1	11/12/2020	USA
SRR13526975		B.1	11/12/2020	USA
SRR13526977		B.1.1.174	11/11/2020	USA
SRR13526978		B.1.232	11/11/2020	USA
SRR13526982		B.1.2	11/11/2020	USA
SRR13526984	Epsilon	B.1.429	11/11/2020	USA
SRR13526985		B.1.399	11/11/2020	USA
SRR13526987		B.1.1.368	11/11/2020	USA
SRR13527017		B.1.1.128	8/10/2020	USA
SRR13527019		B.1.1.376	8/10/2020	USA
SRR13527023		B.1	8/11/2020	USA
SRR13527030		B.1.110.3	11/7/2020	USA
SRR13527032		B.1.1.432	11/6/2020	USA
SRR13527077		B.1.2	11/30/2020	USA
SRR13527133		B.1.1.416	11/10/2020	USA
SRR13527139		B.1.243	8/11/2020	USA
SRR13527158		B.1.243	8/11/2020	USA
SRR13527174		B.1.2	11/13/2020	USA
SRR13527175		B.1.311	11/13/2020	USA
SRR13527180		B.1.349	11/12/2020	USA
SRR13527181		B.1.349	11/12/2020	USA
SRR13527188		B.1.453	7/10/2020	USA
SRR13527284		B.1.240	11/6/2020	USA
SRR13527301		B.1.1.432	10/30/2020	USA
SRR13527311	Epsilon	B.1.429	11/10/2020	USA
SRR13527319		B.1.361	11/10/2020	USA
SRR13527326	Epsilon	B.1.429	11/9/2020	USA
SRR13527327	Epsilon	B.1.429	11/9/2020	USA
SRR13527330		B.1	11/4/2020	USA
SRR13527408		B.1.2	11/30/2020	USA
SRR13527419		B.1.1.205	6/10/2020	USA
SRR13527456		B.1.576	7/8/2020	USA
SRR13527474		B.1.2	11/5/2020	USA
SRR13527479		B.1.1.205	9/11/2020	USA
SRR13527489		B.1	4/30/2020	USA
SRR13527493		B.1	5/2/2020	USA
SRR13527583		B.1	8/5/2020	USA
SRR13527590		B.1.402	8/6/2020	USA
SRR13527594		B.1.239	8/9/2020	USA
SRR13527599		B.1.243	8/10/2020	USA
SRR13527689	Epsilon	B.1.429	12/8/2020	USA
SRR13527691		B.1.232	12/1/2020	USA
SRR13527696		B.1.1.228	12/5/2020	USA
SRR13527701		B.1.1.228	12/5/2020	USA
SRR13527703		B.1.1.228	12/5/2020	USA
SRR13527706		B.1.1.228	12/5/2020	USA
SRR13527713		B.1.404	12/2/2020	USA
SRR13527715		B.1.369	12/2/2020	USA
SRR13527728		B.1.243	12/2/2020	USA
SRR13527730		B.1.243	12/2/2020	USA
SRR13527734		B.1.243	12/2/2020	USA
SRR13527773		B.1.399	9/4/2020	USA
SRR13527776		B.1.232	12/2/2020	USA
SRR13527777		B.1.232	12/2/2020	USA
SRR13527783		B.1.232	12/1/2020	USA
SRR13527784		B.1.232	12/1/2020	USA
SRR13527785		B.1.232	11/30/2020	USA
SRR13527796		B.1.1.416	12/1/2020	USA
SRR13527827		B.1.595	12/4/2020	USA
SRR13527835	Epsilon	B.1.429	12/3/2020	USA
SRR13527842		B.1.2	12/3/2020	USA
SRR13527870		B.1.2	11/30/2020	USA
SRR13527880	Epsilon	B.1.429	11/30/2020	USA
SRR13527903		B.1.2	11/30/2020	USA
SRR13529010		B.1	4/7/2020	Canada
SRR13529038		B.1.1.157	8/30/2020	Canada
SRR13529207		B.1.422	4/9/2020	Canada
SRR13529209		B.1	4/9/2020	Canada
SRR13529211		B.1	4/9/2020	Canada
SRR13529212		B.1	4/9/2020	Canada
SRR13529305		B.1.1	5/1/2020	Canada
SRR13529311		B.1	4/30/2020	Canada
SRR13529322		B.1.1	5/1/2020	Canada
SRR13529327		B.1.1.181	4/12/2020	Canada
SRR13529393		B.1.1.121	6/1/2020	Canada
SRR13529430		B.1.1	4/12/2020	Canada
SRR13529436		B.1	4/12/2020	Canada
SRR13529447		B.1	4/12/2020	Canada
SRR13530301	Gamma	P.1	1/9/2021	USA
SRR13563293		B.1.243	10/30/2020	USA
SRR13565671		B.1.324	9/13/2020	USA
SRR13565683		B.1	9/3/2020	USA
SRR13565719		B.1	8/13/2020	USA
SRR13565736		B.1.595	9/2/2020	USA
SRR13565738		B.1.413	7/11/2020	USA
SRR13565796		B.1.2	10/10/2020	USA
SRR13565808		B.1.576	10/7/2020	USA
SRR13565812		B.1.2	10/30/2020	USA
SRR13565816		B.1.2	10/30/2020	USA
SRR13570772		B.1.2	1/4/2021	USA
SRR13570773		B.1.2	1/4/2021	USA
SRR13570784		B.1.2	1/2/2021	USA
SRR13570785		B.1.2	1/1/2021	USA
SRR13592108	Epsilon	B.1.429	1/10/2021	USA
SRR13605830	Epsilon	B.1.427	1/10/2021	USA
SRR13605840		B.1.2	1/10/2021	USA
SRR13605869	Epsilon	B.1.427	1/10/2021	USA
SRR13620104	Beta	B.1.351	11/12/2020	South Africa
SRR13620107	Beta	B.1.351	11/13/2020	South Africa
SRR13620119	Beta	B.1.351	11/13/2020	South Africa
SRR13620124	Beta	B.1.351	11/13/2020	South Africa
SRR13620134	Beta	B.1.351	11/5/2020	South Africa
SRR13620135	Beta	B.1.351	11/4/2020	South Africa
SRR13620136	Beta	B.1.351	11/4/2020	South Africa
SRR13620148	Beta	B.1.351	11/4/2020	South Africa
SRR13620326	Beta	B.1.351	11/2/2020	South Africa
SRR13620359	Beta	B.1.351	11/11/2020	South Africa
SRR13620360	Beta	B.1.351	11/12/2020	South Africa
SRR13620405	Beta	B.1.351	11/11/2020	South Africa
SRR13627974		B.1.517	1/13/2021	USA
SRR13635684		B.1.243	12/4/2020	USA
SRR13635696		B.1.243	12/4/2020	USA
SRR13635698		B.1.243	12/4/2020	USA
SRR13635702		B.1.243	12/4/2020	USA
SRR13635714		B.1.243	12/4/2020	USA
SRR13635722		B.1	12/2/2020	USA
SRR13635731		B.1.1.368	12/1/2020	USA
SRR13635734		B.1.1.416	12/1/2020	USA
SRR13635737	Epsilon	B.1.429	12/1/2020	USA
SRR13635739		B.1.243	12/1/2020	USA
SRR13635740		B.1.1.368	12/1/2020	USA
SRR13635741		B.1.234	12/1/2020	USA
SRR13635755		B.1.232	12/1/2020	USA
SRR13635792		B.1.348	11/30/2020	USA
SRR13635793		B.1.243	11/30/2020	USA
SRR13635794		B.1.232	11/30/2020	USA
SRR13635796		B.1.348	11/30/2020	USA
SRR13635868		B.1.369	8/2/2020	USA
SRR13635919		B.1.232	12/7/2020	USA
SRR13635926		B.1.2	12/7/2020	USA
SRR13635930		B.1.2	12/8/2020	USA
SRR13635939	Epsilon	B.1.427	12/7/2020	USA
SRR13635959		B.1.240	12/6/2020	USA
SRR13676128		B.1	3/11/2020	USA
SRR13689418		B.46	4/12/2020	USA
SRR13689420		B.46	4/12/2020	USA
SRR13689422		B.46	4/12/2020	USA
SRR13689425		B.46	4/13/2020	USA
SRR13689586	Epsilon	B.1.429	1/5/2021	USA
SRR13689589	Epsilon	B.1.429	1/5/2021	USA
SRR13689590	Epsilon	B.1.429	1/5/2021	USA
SRR13689620	Epsilon	B.1.429	1/4/2021	USA
SRR13689628	Epsilon	B.1.429	1/4/2021	USA
SRR13689630	Epsilon	B.1.429	1/4/2021	USA
SRR13689636	Epsilon	B.1.429	1/3/2021	USA
SRR13689643	Epsilon	B.1.429	1/12/2021	USA
SRR13689644		B.1.1.517	1/5/2021	USA
SRR13689645	Epsilon	B.1.427	1/5/2021	USA
SRR13689651	Epsilon	B.1.427	1/5/2021	USA
SRR13689661		B.1.126	1/4/2021	USA
SRR13689665		B.1.324	1/4/2021	USA
SRR13689715		B.1.2	12/11/2020	USA
SRR13689719		B.1.243	12/11/2020	USA
SRR13689720		B.1.2	12/11/2020	USA
SRR13689721		B.1.2	12/11/2020	USA
SRR13689722		B.1.2	12/11/2020	USA
SRR13689738		B.1.311	12/1/2020	USA
SRR13689741		B.1.311	12/1/2020	USA
SRR13689745		B.1.311	12/1/2020	USA
SRR13689746		B.1.110.3	12/1/2020	USA
SRR13689749		B.1.311	12/1/2020	USA
SRR13689799	Epsilon	B.1.427	1/6/2021	USA
SRR13689800		B.1.595	1/6/2021	USA
SRR13689803		B.1.2	12/9/2020	USA
SRR13689809	Epsilon	B.1.429	1/6/2021	USA
SRR13689942		B.1.561	12/30/2020	USA
SRR13689944		B.1.551	12/30/2020	USA
SRR13689948	Epsilon	B.1.427	12/30/2020	USA
SRR13689954		B.1.2	12/30/2020	USA
SRR13689961		B.1.110.3	12/30/2020	USA
SRR13689962		B.1.596	12/30/2020	USA
SRR13690017	Epsilon	B.1.429	11/5/2020	USA
SRR13690020	Epsilon	B.1.429	11/7/2020	USA
SRR13690023	Epsilon	B.1.429	11/7/2020	USA
SRR13690033	Epsilon	B.1.429	12/10/2020	USA
SRR13690039		B.1.2	12/9/2020	USA
SRR13690042		B.1.595	12/9/2020	USA
SRR13690069		B.1.2	12/8/2020	USA
SRR13690073		B.1.1.368	12/7/2020	USA
SRR13690170	Epsilon	B.1.427	1/12/2021	USA
SRR13690171	Epsilon	B.1.429	1/12/2021	USA
SRR13690175		B.1.243	1/13/2021	USA
SRR13690177	Epsilon	B.1.427	1/12/2021	USA
SRR13690179	Epsilon	B.1.427	1/12/2021	USA
SRR13690181	Epsilon	B.1.427	1/12/2021	USA
SRR13690283		B.1.311	12/10/2020	USA
SRR13690289		B.1.14	4/10/2020	USA
SRR13690305	Epsilon	B.1.429	1/3/2021	USA
SRR13690339		B.1.232	12/9/2020	USA
SRR13690341		B.1.311	12/9/2020	USA
SRR13690345		B.1.234	12/9/2020	USA
SRR13690346		B.1.234	12/9/2020	USA
SRR13690347		B.1	12/9/2020	USA
SRR13691443		B.1.243	12/30/2020	USA
SRR13691537		B.1.311	12/8/2020	USA
SRR13691545		B.1.311	12/8/2020	USA
SRR13691553		B.1.311	12/8/2020	USA
SRR13691557		B.1.311	12/7/2020	USA
SRR13691559		B.1.311	12/7/2020	USA
SRR13691562		B.1.311	12/7/2020	USA
SRR13691563		B.1.311	12/7/2020	USA
SRR13691567		B.1.311	12/6/2020	USA
SRR13691596		B.1.311	12/3/2020	USA
SRR13691604		B.1.311	12/4/2020	USA
SRR13691616		B.1.311	12/3/2020	USA
SRR13691639	Epsilon	B.1.429	1/1/2021	USA
SRR13691704		B.1.2	1/3/2021	USA
SRR13705007		B.1.1.368	1/1/2021	USA
SRR13705021		B.1.2	12/30/2020	USA
SRR13705023		B.1.2	12/30/2020	USA
SRR13705146		B.1.2	12/10/2020	USA
SRR13705158		B.1.232	12/10/2020	USA
SRR13705167		B.1.2	12/12/2020	USA
SRR13705172		B.1.2	11/4/2020	USA
SRR13705246		B.1.234	12/6/2020	USA
SRR13705247		B.1.232	12/12/2020	USA
SRR13705264		B.1.1.368	1/2/2021	USA
SRR13705265	Epsilon	B.1.429	1/2/2021	USA
SRR13738510	Epsilon	B.1.427	1/13/2021	USA
SRR13738520	Epsilon	B.1.429	1/13/2021	USA
SRR13738525		B.1.1.517	1/13/2021	USA
SRR13738780	Epsilon	B.1.429	1/13/2021	USA
SRR13738804		B.1.2	1/2/2021	USA
SRR13738817		B.1.2	1/2/2021	USA
SRR13738831		B.1.2	1/5/2021	USA
SRR13738841	Epsilon	B.1.429	1/5/2021	USA
SRR13744696		B.1.2	12/3/2020	USA
SRR13744700		B.1.234	12/3/2020	USA
SRR13744729	Epsilon	B.1.427	1/9/2021	USA
SRR13744740	Epsilon	B.1.429	1/6/2021	USA
SRR13744747		B.1.2	1/2/2021	USA
SRR13744753		B.1.240	12/6/2020	USA
SRR13744757		B.1.2	1/2/2021	USA
SRR13744760		B.1.2	1/2/2021	USA
SRR13778689		B.1.243	12/3/2020	USA
SRR13784920		A	5/1/2020	USA
SRR13784924		A	5/1/2020	USA
SRR13784943		A	5/1/2020	USA
SRR13784945		A	5/1/2020	USA
SRR13784947		A	5/1/2020	USA
SRR13856943		B.1.234	2/4/2021	USA
SRR13856945		B.1.2	2/5/2021	USA
SRR13879485		B.1.428	8/5/2020	Qatar
SRR13879489		B.1.428	8/10/2020	Qatar
SRR13879517		B.1.428	6/2/2020	Qatar
SRR13879626		B.1.428	6/12/2020	Qatar
SRR13879664		B.1.428	8/10/2020	Qatar
SRR13879710		B.1.428	5/3/2020	Qatar
SRR13879851		B.1.428	7/1/2020	Qatar
SRR13879856		B.1.428	7/5/2020	Qatar
SRR13879877		B.1.428	7/1/2020	Qatar
SRR13879928		B.1.428	5/30/2020	Qatar
SRR13880267		B.1.428	7/5/2020	Qatar
SRR13880283		B.1.428	7/11/2020	Qatar
SRR13880374		B.1.428	5/30/2020	Qatar
SRR13880376		B.1	5/30/2020	Qatar
SRR13880378		B.1.428	5/30/2020	Qatar
SRR13880393		B.1.428	6/1/2020	Qatar
SRR13917171		B.1.595	12/11/2020	USA
SRR13917201		B.1.595	12/13/2020	USA
SRR13917206		B.1.595	12/12/2020	USA
SRR13917210		B.1.595	12/12/2020	USA
SRR13917221		B.1.595	12/11/2020	USA
SRR13917239	Epsilon	B.1.429	12/10/2020	USA
SRR13917287		B.1.595	12/11/2020	USA
SRR13917288		B.1.595	12/11/2020	USA
SRR13917290		B.1.595	12/11/2020	USA
SRR13917297		B.1.595	12/10/2020	USA
SRR13917298		B.1.595	12/11/2020	USA
SRR13917299		B.1.595	12/11/2020	USA
SRR13917302		B.1.595	12/10/2020	USA
SRR13917312		B.1.311	12/5/2020	USA
SRR13917314		B.1.1.222	12/5/2020	USA
SRR13917315		B.1.2	12/5/2020	USA
SRR13918283		B.1.243	1/6/2021	USA
SRR13918284	Epsilon	B.1.429	1/11/2021	USA
SRR13918286		B.1.2	1/11/2021	USA
SRR13918300		B.1.1	1/11/2021	USA
SRR13918303		B.1.2	1/11/2021	USA
SRR13918318		B.1.2	1/11/2021	USA
SRR13918322		B.1.311	1/11/2021	USA
SRR13918338		B.1.2	1/6/2021	USA
SRR13918347		B.1.596	1/6/2021	USA
SRR13918392		B.1.2	1/13/2021	USA
SRR13918397		B.1.2	1/13/2021	USA
SRR13918406		B.1.243	1/7/2021	USA
SRR13918419		B.1.2	1/13/2021	USA
SRR13918443		B.1.480	1/13/2021	USA
SRR13918475		B.1.232	1/8/2021	USA
SRR13918611		B.1.1.222	12/30/2020	USA
SRR13918715	Epsilon	B.1.427	1/2/2021	USA
SRR13918755		B.1.234	1/2/2021	USA
SRR13918773		B.1.2	1/6/2021	USA
SRR13918806	Epsilon	B.1.427	12/30/2020	USA
SRR13918824	Epsilon	B.1.429	1/12/2021	USA
SRR13918825		B.1.243	12/30/2020	USA
SRR13918837	Epsilon	B.1.429	1/12/2021	USA
SRR13918853		B.1.2	1/1/2021	USA
SRR13918855	Epsilon	B.1.427	1/11/2021	USA
SRR13918859		B.1	1/2/2021	USA
SRR13918862		B.1.243	1/6/2021	USA
SRR13918866		B.1.1.464	12/30/2020	USA
SRR13918867	Epsilon	B.1.429	1/12/2021	USA
SRR13918875		B.1.1.186	1/1/2021	USA
SRR13919695		B.1.232	12/3/2020	USA
SRR13919819		B.1.232	12/3/2020	USA
SRR13919858		B.1.2	12/12/2020	USA
